circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",EV CHARGING STATIONS,9,1,1.0,810.0,55.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC HIGH VALUES RDNO-12&13 BAN,EV CHARGING STATIONS,9,1,1.0,732.0,54.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW ERRAGADDA,EV CHARGING STATIONS,9,1,1.0,4796.0,9.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,SANATHNAGAR,CT METERS,EV CHARGING STATIONS,9,1,1.0,4355.0,54.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,"GRC - P.GADDA, P.NAGAR",EV CHARGING STATIONS,9,1,1.0,430.0,10.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,EV CHARGING STATIONS,9,1,1.0,2544.0,22.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,EV CHARGING STATIONS,9,1,1.0,349.0,10.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,CT METERS-GRC,EV CHARGING STATIONS,9,1,1.0,4899.0,54.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",EV CHARGING STATIONS,9,1,1.0,2368.0,20.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,KAVURI HILLS,EV CHARGING STATIONS,9,1,1.0,15728.0,54.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,EV CHARGING STATIONS,9,1,1.0,7.0,15.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HV ROAD 22 TO 35,EV CHARGING STATIONS,9,1,1.0,0.0,50.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",EV CHARGING STATIONS,9,2,2.0,0.0,3.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,EV CHARGING STATIONS,9,1,1.0,247.0,8.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,H.V,EV CHARGING STATIONS,9,1,1.0,28.0,15.0
CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,SHILPA VALLY,EV CHARGING STATIONS,9,1,1.0,0.0,5.0
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,GACHIBOWLI,EV CHARGING STATIONS,9,1,1.0,1.0,54.0
CYBERCITY,KONDAPUR,KONDAPUR,WHITE FIELD,HV WHITEFIELD,EV CHARGING STATIONS,9,1,1.0,3.0,52.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,BALAJINAGAR CT METERS,EV CHARGING STATIONS,9,1,1.0,3385.0,56.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,MOOSAPET,EV CHARGING STATIONS,9,1,1.0,6281.0,5.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,POKALWADA,EV CHARGING STATIONS,9,1,1.0,5954.0,5.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VIVEKNAGAR,EV CHARGING STATIONS,9,1,1.0,0.0,5.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,CHANDANAGAR-HV,EV CHARGING STATIONS,9,1,1.0,1858.0,22.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,PRKASHNAGAR,EV CHARGING STATIONS,9,1,1.0,22.0,12.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,MIYAPUR HV,EV CHARGING STATIONS,9,2,2.0,3550.0,95.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOPALA NAGAR,EV CHARGING STATIONS,9,1,1.0,500.0,5.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,EV CHARGING STATIONS,9,2,2.0,121.0,4.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,HV GACHIBOWLI,EV CHARGING STATIONS,9,3,2.0,5572.0,162.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,EV CHARGING STATIONS,9,1,1.0,2183.0,45.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GULMOHAR & DUBE COLONY,EV CHARGING STATIONS,9,1,,0.0,54.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,CHANDA NAGAR HV CT ,EV CHARGING STATIONS,9,2,2.0,4014.0,108.0
GADWAL,GADWAL,ALAMPUR X ROAD,ITIKYAL(ERRAVALLY),PUTANDODDI,EV CHARGING STATIONS,9,1,1.0,73.0,25.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,HANUMAN NAGAR,EV CHARGING STATIONS,9,1,1.0,951.0,10.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,IDA NACHARAM,EV CHARGING STATIONS,9,1,1.0,1479.0,18.65
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,OLD MOULALI,EV CHARGING STATIONS,9,1,1.0,1062.0,12.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,EV CHARGING STATIONS,9,1,1.0,1169.0,5.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,EV CHARGING STATIONS,9,1,,0.0,15.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,KOUNDINYA NAGAR,EV CHARGING STATIONS,9,1,1.0,3258.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM HV CT METERS,EV CHARGING STATIONS,9,3,3.0,464.0,123.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,EV CHARGING STATIONS,9,2,2.0,0.0,4.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,MYTHRI ENCLAVE,EV CHARGING STATIONS,9,1,1.0,5768.0,17.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SRI DEVI KALYAN ESTATES,EV CHARGING STATIONS,9,1,1.0,741.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL HV,EV CHARGING STATIONS,9,1,1.0,291.0,14.0
HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,EV CHARGING STATIONS,9,1,,0.0,30.0
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-I,PHASE-IV(4),EV CHARGING STATIONS,9,1,1.0,479.0,54.0
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,N N COLONY,EV CHARGING STATIONS,9,1,1.0,11.0,40.0
HABSIGUDA,SAINIKPURI,CHERLAPALLY,CHERLAPALLY-II,PHASE-IIA (6) OFFICE BACK SIDE,EV CHARGING STATIONS,9,1,,0.0,54.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,ANNAPURNA NAGAR,EV CHARGING STATIONS,9,1,1.0,0.0,54.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,UPPAL,EV CHARGING STATIONS,9,1,1.0,489.0,54.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HBG (CTM),EV CHARGING STATIONS,9,1,1.0,477.0,54.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,JAI SANTHOSHI NAGAR,EV CHARGING STATIONS,9,1,1.0,3312.0,5.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL BAGAYATH,HV,EV CHARGING STATIONS,9,2,2.0,4898.0,83.92
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,ASRAO NAGAR (HV),EV CHARGING STATIONS,9,1,1.0,813.0,54.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,KAMALA NAGAR (HV),EV CHARGING STATIONS,9,1,1.0,594.0,54.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),EV CHARGING STATIONS,9,1,1.0,17.0,22.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SAINIKPURI,EV CHARGING STATIONS,9,1,1.0,1559.0,54.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SRINIVAS NAGAR 2,EV CHARGING STATIONS,9,1,1.0,2.0,2.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,SEVEN TEMPELS,EV CHARGING STATIONS,9,1,1.0,124.0,54.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,SRINIVASA SCHOOL,EV CHARGING STATIONS,9,1,1.0,436.0,14.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,HV-I,EV CHARGING STATIONS,9,1,1.0,589.0,54.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,EV CHARGING STATIONS,9,1,1.0,0.0,17.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,KAPADIA LANE,EV CHARGING STATIONS,9,1,1.0,3530.0,22.0
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,CT METER,EV CHARGING STATIONS,9,1,1.0,12.0,54.0
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,EV CHARGING STATIONS,9,1,1.0,57.0,15.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,GRC CT METERS,EV CHARGING STATIONS,9,1,1.0,0.0,54.0
HYDERABAD CENTRAL,MEHDIPATNAM,MEHDIPATNAM,SURYANAGAR,GRC HV SURYA NAGAR,EV CHARGING STATIONS,9,1,1.0,2080.0,12.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"FATE MAINDAN, VENKATESH",EV CHARGING STATIONS,9,1,1.0,0.0,54.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,AMBERPET,CT METER,EV CHARGING STATIONS,9,1,1.0,618.0,54.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,BANJARA DARWAJA,EV CHARGING STATIONS,9,1,1.0,0.0,54.0
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,EV CHARGING STATIONS,9,1,1.0,1375.0,22.0
HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,PUTLI BOWLI,PUTHLIBOWLI GRC CT METERS,EV CHARGING STATIONS,9,1,1.0,0.0,54.0
HYDERABAD SOUTH,BEGUM BAZAR,TROOP BAZAR,TROOP BAZAR,GRC CT (SLI),EV CHARGING STATIONS,9,1,1.0,1186.0,54.0
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,GRC,EV CHARGING STATIONS,9,2,2.0,416.0,68.0
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,MOGHAL PURA,GRC SERVISES,EV CHARGING STATIONS,9,1,1.0,1738.0,10.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN - III -NA,EV CHARGING STATIONS,9,1,1.0,147.0,8.0
MAHABOOBNAGAR,MAHABOOBNAGAR,MBNR-TOWN,TOWN -III,TOWN-III,EV CHARGING STATIONS,9,1,1.0,828.0,30.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA,NAGASALA,EV CHARGING STATIONS,9,1,1.0,105.0,25.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,RANGAREDDYGUDA,EV CHARGING STATIONS,9,1,1.0,336.0,30.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KATARAM,EV CHARGING STATIONS,9,1,1.0,1115.0,54.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,JADCHERLA,EV CHARGING STATIONS,9,2,2.0,425.0,82.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MACHARAM-J,EV CHARGING STATIONS,9,1,1.0,3262.0,50.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,JADCHERLA RURAL,MALLABOINPALLY,EV CHARGING STATIONS,9,1,1.0,523.0,30.0
MEDAK,TOOPRAN,TOOPRAN,TOOPRAN,TOOPRAN,EV CHARGING STATIONS,9,1,1.0,740.0,54.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,PADMA NAGAR PH-2 EAST,EV CHARGING STATIONS,9,1,1.0,14.0,2.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,QPUR VILLAGE AUTOSTAND,EV CHARGING STATIONS,9,1,1.0,0.0,2.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,QUTHBULLAPUR VILLAGE,EV CHARGING STATIONS,9,1,1.0,8.0,54.0
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,ATTIVELLY HV,EV CHARGING STATIONS,9,2,2.0,808.0,75.0
MEDCHAL,JEEDIMETLA,JEEDIMETLA,BOWRAMPET,HV GM  TO SR X ROAD,EV CHARGING STATIONS,9,1,1.0,1188.0,45.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,JAGADGIRI GUTTA,DEVAMMA BASTHI,EV CHARGING STATIONS,9,1,1.0,0.0,2.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,AMR ROAD CENTRAL PARK,EV CHARGING STATIONS,9,1,1.0,4113.0,18.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY,EV CHARGING STATIONS,9,1,1.0,17.0,30.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,EV CHARGING STATIONS,9,1,1.0,691.0,22.0
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,EV CHARGING STATIONS,9,3,2.0,6280.0,67.0
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,EV CHARGING STATIONS,9,1,1.0,0.0,2.0
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,EV CHARGING STATIONS,9,1,,0.0,54.0
MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,NIZAMPET CT,EV CHARGING STATIONS,9,1,1.0,368.0,45.0
MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,CTMETER,EV CHARGING STATIONS,9,1,1.0,2444.0,20.0
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,PEDDAMMA COLONY,EV CHARGING STATIONS,9,1,1.0,166.0,8.0
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,EV CHARGING STATIONS,9,1,1.0,0.0,30.0
MEDCHAL,KUKATPALLY,KUKATPALLY,ALLWYN COLONY,PAPARAYUDU NAGAR-2,EV CHARGING STATIONS,9,1,1.0,0.0,20.0
MEDCHAL,KUKATPALLY,KUKATPALLY,KUKATPALLY, NON CT (KKP),EV CHARGING STATIONS,9,1,1.0,4809.0,22.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,EV CHARGING STATIONS,9,1,1.0,547.0,22.0
NAGARKURNOOL,NAGARKURNOOL,KALWAKURTHY,VANGOOR,VELUMALA PALLY,EV CHARGING STATIONS,9,1,1.0,2772.0,54.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KOTTAGUDEM,EV CHARGING STATIONS,9,1,1.0,1198.0,25.0
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,GUNDRAMPALLY,EV CHARGING STATIONS,9,2,2.0,48.0,50.0
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,PEDDAKAPARTHY,EV CHARGING STATIONS,9,1,1.0,366.0,53.0
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN2,EV CHARGING STATIONS,9,1,1.0,1.0,18.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,GANDHAMVARIGUDA,EV CHARGING STATIONS,9,1,1.0,223.0,25.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-DVK ROAD,EV CHARGING STATIONS,9,1,1.0,1081.0,30.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,SAGAR ROAD JP,EV CHARGING STATIONS,9,1,1.0,287.0,30.0
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,EV CHARGING STATIONS,9,2,2.0,19.0,48.0
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,NEW SHAMSHABAD,EV CHARGING STATIONS,9,1,1.0,0.0,8.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,BALAPUR,SHAHEEN NAGAR II,EV CHARGING STATIONS,9,1,1.0,16.0,15.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,EV CHARGING STATIONS,9,1,1.0,5164.0,22.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,AMANGAL(HV),EV CHARGING STATIONS,9,1,1.0,1857.0,40.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,KOTHAGUDA GATE,EV CHARGING STATIONS,9,1,1.0,61.0,15.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SHASTRIPURAM,EV CHARGING STATIONS,9,1,1.0,3190.0,5.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,MAILRADEVPALLY,EV CHARGING STATIONS,9,1,1.0,1455.0,49.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,EV CHARGING STATIONS,9,1,1.0,588.0,5.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,VINAYAK NAGAR,EV CHARGING STATIONS,9,1,1.0,3031.0,5.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,EV CHARGING STATIONS,9,1,1.0,113.0,15.0
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPER PALLY VILLAGE,EV CHARGING STATIONS,9,1,1.0,2277.0,5.0
SANGAREDDY,PATANCHERU,RC PURAM,M.I.G.,M I G H,EV CHARGING STATIONS,9,1,1.0,8211.0,54.0
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,KDPR HV 3,EV CHARGING STATIONS,9,2,2.0,486.0,60.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NARAYANKHED TOWN 2,EV CHARGING STATIONS,9,1,1.0,315.0,30.0
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,EV CHARGING STATIONS,9,1,1.0,351.0,30.0
SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,KAMKOLE,EV CHARGING STATIONS,9,1,1.0,2027.0,30.0
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,PEDDAPUR,EV CHARGING STATIONS,9,1,1.0,132.0,25.0
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET,PREMANANDAM JLM,EV CHARGING STATIONS,9,1,1.0,2281.0,54.0
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,SURARAM,EV CHARGING STATIONS,9,1,1.0,325.0,30.0
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,AKHIL FORM (CHITKUL),EV CHARGING STATIONS,9,1,1.0,0.0,7.0
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,ISNP HV-2,EV CHARGING STATIONS,9,1,1.0,0.0,22.0
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,ISNP HV-4,EV CHARGING STATIONS,9,1,1.0,297.0,25.0
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,KOHEER,DIGWAL,EV CHARGING STATIONS,9,1,1.0,990.0,30.0
SANGAREDDY,SANGAREDDY,SANGAREDDY,KANDI,KANDI,EV CHARGING STATIONS,9,1,1.0,839.0,30.0
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,MANNAPUR,C T METERS,EV CHARGING STATIONS,9,1,1.0,1042.0,25.0
