circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,EV CHARGING STATIONS,9,1,1.0,84.0,8.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,EV CHARGING STATIONS,9,1,1.0,82.0,15.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HV ROAD 22 TO 35,EV CHARGING STATIONS,9,1,1.0,77.0,50.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",EV CHARGING STATIONS,9,1,1.0,2132.0,20.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,KAVURI HILLS,EV CHARGING STATIONS,9,1,1.0,26.0,54.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",EV CHARGING STATIONS,9,2,2.0,2.0,3.0
BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,NEW ERRAGADDA,EV CHARGING STATIONS,9,1,1.0,23.0,9.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,EV CHARGING STATIONS,9,1,1.0,466.0,10.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,EV CHARGING STATIONS,9,1,1.0,2228.0,22.0
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,I.A.L.COLONY,EV CHARGING STATIONS,9,1,1.0,794.0,10.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",EV CHARGING STATIONS,9,1,1.0,3090.0,55.0
CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,"JVG HILLS,CENTRAL PARK",EV CHARGING STATIONS,9,1,1.0,0.0,5.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,MOOSAPET,EV CHARGING STATIONS,9,1,1.0,1829.0,5.0
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY H.V ,EV CHARGING STATIONS,9,1,1.0,6.0,15.0
CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,VIVEKNAGAR,EV CHARGING STATIONS,9,1,1.0,440.0,5.0
CYBERCITY,IBRAHIMBAGH,IBRAHIMBAG,IBRAHIMBAGH,POKALWADA,EV CHARGING STATIONS,9,1,1.0,375.0,5.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,EV CHARGING STATIONS,9,1,1.0,356.0,22.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MIYAPUR HV,EV CHARGING STATIONS,9,1,1.0,1882.0,45.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,GOPALA NAGAR,EV CHARGING STATIONS,9,1,1.0,272.0,5.0
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,EV CHARGING STATIONS,9,2,2.0,87.0,4.0
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,NANAKRAMGUDA-2,EV CHARGING STATIONS,9,1,1.0,1860.0,45.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,EV CHARGING STATIONS,9,1,,0.0,15.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),EV CHARGING STATIONS,9,1,1.0,35.0,22.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SRINIVAS NAGAR 2,EV CHARGING STATIONS,9,1,1.0,0.0,2.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,OLD MOULALI,EV CHARGING STATIONS,9,1,1.0,57.0,12.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,SADULLA NAGAR,EV CHARGING STATIONS,9,1,1.0,2468.0,5.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,EV CHARGING STATIONS,9,2,2.0,47.0,4.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,MYTHRI ENCLAVE,EV CHARGING STATIONS,9,1,1.0,4795.0,17.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,SRI DEVI KALYAN ESTATES,EV CHARGING STATIONS,9,1,1.0,175.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,YAPRAL,YAPRAL HV,EV CHARGING STATIONS,9,1,1.0,237.0,14.0
HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,EV CHARGING STATIONS,9,1,1.0,0.0,30.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM HV CT METERS,EV CHARGING STATIONS,9,1,1.0,21.0,15.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,JAI SANTHOSHI NAGAR,EV CHARGING STATIONS,9,1,1.0,1649.0,5.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,HV,EV CHARGING STATIONS,9,1,1.0,7610.0,29.92
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,HANUMAN NAGAR,EV CHARGING STATIONS,9,1,1.0,2076.0,10.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,KOUNDINYA NAGAR,EV CHARGING STATIONS,9,1,1.0,2869.0,5.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,EV CHARGING STATIONS,9,1,1.0,3249.0,17.0
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,EV CHARGING STATIONS,9,1,1.0,49.0,15.0
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,AMBERPET,CT METER,EV CHARGING STATIONS,9,1,1.0,26.0,54.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,KAPADIA LANE,EV CHARGING STATIONS,9,1,1.0,1293.0,22.0
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,EV CHARGING STATIONS,9,1,1.0,860.0,22.0
HYDERABAD SOUTH,CHARMINAR,MIR ALAM,ATTAPUR,GRC,EV CHARGING STATIONS,9,1,1.0,670.0,18.0
HYDERABAD SOUTH,CHARMINAR,CHARMINAR,MOGHAL PURA,GRC SERVISES,EV CHARGING STATIONS,9,1,1.0,157.0,10.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,RAJAPUR,RANGAREDDYGUDA,EV CHARGING STATIONS,9,1,1.0,208.0,30.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,ADDAKAL,KATARAM,EV CHARGING STATIONS,9,1,1.0,313.0,54.0
MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,BAHADURPALLY HV(GRP M),EV CHARGING STATIONS,9,1,1.0,1808.0,45.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,JAGADGIRI GUTTA,DEVAMMA BASTHI,EV CHARGING STATIONS,9,1,1.0,0.0,2.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,AMR ROAD CENTRAL PARK,EV CHARGING STATIONS,9,1,1.0,843.0,18.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY,EV CHARGING STATIONS,9,1,1.0,289.0,30.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,EV CHARGING STATIONS,9,1,1.0,327.0,22.0
MEDCHAL,KUKATPALLY,KUKATPALLY,KUKATPALLY,CT & NON CT (KKP),EV CHARGING STATIONS,9,1,1.0,51.0,12.0
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,EV CHARGING STATIONS,9,1,1.0,286.0,22.0
MEDCHAL,MEDCHAL,MEDCHAL,MEDCHAL RURAL,ATTIVELLY HV,EV CHARGING STATIONS,9,2,2.0,576.0,75.0
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,EV CHARGING STATIONS,9,2,1.0,2060.0,33.0
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,EV CHARGING STATIONS,9,1,1.0,0.0,2.0
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,PEDDAMMA COLONY,EV CHARGING STATIONS,9,1,1.0,219.0,8.0
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,EV CHARGING STATIONS,9,1,1.0,77.0,30.0
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,EV CHARGING STATIONS,9,1,1.0,1564.0,20.0
MEDCHAL,KUKATPALLY,KUKATPALLY,ALLWYN COLONY,PAPARAYUDU NAGAR-2,EV CHARGING STATIONS,9,1,1.0,1831.0,20.0
MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,NIZAMPET CT,EV CHARGING STATIONS,9,1,1.0,524.0,45.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,PADMA NAGAR PH-2 EAST,EV CHARGING STATIONS,9,1,1.0,0.0,2.0
MEDCHAL,MEDCHAL,QUTBULLAPUR,QUTHBULLAPUR,QPUR VILLAGE AUTOSTAND,EV CHARGING STATIONS,9,1,1.0,2.0,2.0
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,EV CHARGING STATIONS,9,1,1.0,18.0,18.0
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN2,EV CHARGING STATIONS,9,1,1.0,3.0,18.0
NALGONDA,NALGONDA,NALGONDA RURAL,THIPPARTHY,KOTTAGUDEM,EV CHARGING STATIONS,9,1,1.0,994.0,25.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,GANDHAMVARIGUDA,EV CHARGING STATIONS,9,1,1.0,0.0,25.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-DVK ROAD,EV CHARGING STATIONS,9,1,1.0,883.0,30.0
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,GUNDRAMPALLY,EV CHARGING STATIONS,9,2,2.0,256.0,50.0
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPER PALLY VILLAGE,EV CHARGING STATIONS,9,1,,0.0,5.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,EV CHARGING STATIONS,9,1,1.0,18.0,15.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,EV CHARGING STATIONS,9,1,1.0,6848.0,22.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SHASTRIPURAM,EV CHARGING STATIONS,9,1,1.0,1202.0,5.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,KOTHAGUDA GATE,EV CHARGING STATIONS,9,1,1.0,0.0,15.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,MAILRADEVPALLY,EV CHARGING STATIONS,9,1,1.0,743.0,49.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,EV CHARGING STATIONS,9,1,1.0,1746.0,5.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,VINAYAK NAGAR,EV CHARGING STATIONS,9,1,1.0,2959.0,5.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,EV CHARGING STATIONS,9,1,1.0,80.0,15.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,NARAYANKHED TOWN 2,EV CHARGING STATIONS,9,1,1.0,323.0,30.0
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,EV CHARGING STATIONS,9,1,1.0,307.0,30.0
SANGAREDDY,SANGAREDDY,SADASIVPET,KONDAPUR,KDPR HV 3,EV CHARGING STATIONS,9,2,2.0,963.0,60.0
SANGAREDDY,SANGAREDDY,SADASIVPET,MUNIPALLY,KAMKOLE,EV CHARGING STATIONS,9,1,,0.0,30.0
SANGAREDDY,SANGAREDDY,SADASIVPET,SADASIVPET RURAL,SURARAM,EV CHARGING STATIONS,9,1,1.0,389.0,30.0
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,KOHEER,DIGWAL,EV CHARGING STATIONS,9,1,1.0,323.0,30.0
SANGAREDDY,ZAHEERABAD,ZAHEERABAD TOWN,MANNAPUR,C T METERS,EV CHARGING STATIONS,9,1,1.0,153.0,25.0
SANGAREDDY,SANGAREDDY,SANGAREDDY,SANGAREDDY TOWN-I,KULABGOOR,EV CHARGING STATIONS,9,1,1.0,126.0,30.0
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,ISNP HV-2,EV CHARGING STATIONS,9,1,1.0,0.0,22.0
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,ISNP HV-4,EV CHARGING STATIONS,9,2,,0.0,32.0
SANGAREDDY,SANGAREDDY,SANGAREDDY,KANDI,KANDI,EV CHARGING STATIONS,9,1,1.0,1195.0,30.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,GREEN PARK COLONY,EV CHARGING STATIONS,9,1,1.0,4.0,5.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,EV CHARGING STATIONS,9,1,1.0,247.0,22.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,NGO S COLONY,EV CHARGING STATIONS,9,1,1.0,27.0,54.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,S N REDDY NAGAR,EV CHARGING STATIONS,9,1,1.0,1789.0,30.0
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,EV CHARGING STATIONS,9,1,1.0,134.0,22.0
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,EV CHARGING STATIONS,9,1,1.0,2815.0,21.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,EV CHARGING STATIONS,9,1,,0.0,22.0
